"ID","HWSD2_SMU_ID","WISE30s_SMU_ID","HWSD1_SMU_ID","COVERAGE","SHARE","WRB4","WRB_PHASES","WRB2","WRB2_CODE","FAO90","KOPPEN","TEXTURE_USDA","REF_BULK_DENSITY","BULK_DENSITY","DRAINAGE","ROOT_DEPTH","AWC","PHASE1","PHASE2","ROOTS","IL","ADD_PROP"
685040,40140,WD30040140,40140,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685047,40141,WD30040141,40141,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685054,40142,WD30040142,40142,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685061,40143,WD30040143,40143,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685068,40144,WD30040144,40144,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685075,40145,WD30040145,40145,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685082,40146,WD30040146,40146,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685089,40147,WD30040147,40147,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685096,40148,WD30040148,40148,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685103,40149,WD30040149,40149,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685110,40150,WD30040150,40150,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685117,40151,WD30040151,40151,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685124,40152,WD30040152,40152,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685131,40153,WD30040153,40153,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685138,40154,WD30040154,40154,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685145,40155,WD30040155,40155,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685152,40156,WD30040156,40156,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685159,40157,WD30040157,40157,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685166,40158,WD30040158,40158,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685173,40159,WD30040159,40159,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685180,40160,WD30040160,40160,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685187,40161,WD30040161,40161,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685194,40162,WD30040162,40162,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685201,40163,WD30040163,40163,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685208,40164,WD30040164,40164,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
685215,40165,WD30040165,40165,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685222,40166,WD30040166,40166,8,100,LPdy,LPkkdy,LP,18,LPd,C,11,1.6500000,1.2000000,I,3,33,1,0,,,0
685229,40167,WD30040167,40167,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
685236,40168,WD30040168,40168,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685243,40169,WD30040169,40169,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,1,0,,,0
685250,40170,WD30040170,40170,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
685257,40171,WD30040171,40171,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685264,40172,WD30040172,40172,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685271,40173,WD30040173,40173,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685278,40174,WD30040174,40174,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685285,40175,WD30040175,40175,8,100,LPli,LPlikk,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,18,0,,,0
685292,40176,WD30040176,40176,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685299,40177,WD30040177,40177,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685306,40179,WD30040179,40179,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685313,40180,WD30040180,40180,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685320,40181,WD30040181,40181,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685327,40182,WD30040182,40182,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685334,40183,WD30040183,40183,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685341,40184,WD30040184,40184,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685348,40185,WD30040185,40185,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685355,40186,WD30040186,40186,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685362,40187,WD30040187,40187,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685369,40188,WD30040188,40188,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685376,40189,WD30040189,40189,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685383,40190,WD30040190,40190,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685390,40191,WD30040191,40191,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685397,40192,WD30040192,40192,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685404,40193,WD30040193,40193,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685411,40194,WD30040194,40194,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685418,40195,WD30040195,40195,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
685425,40196,WD30040196,40196,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685432,40197,WD30040197,40197,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,1,0,,,0
685439,40198,WD30040198,40198,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
685446,40200,WD30040200,40200,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685453,40201,WD30040201,40201,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685460,40202,WD30040202,40202,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
685467,40203,WD30040203,40203,8,100,CMeu,CMeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,0,0,,,0
685474,40204,WD30040204,40204,8,100,CMeu,CMeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,0,0,,,0
685481,40205,WD30040205,40205,8,100,CMeu,CMeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,0,0,,,0
685488,40206,WD30040206,40206,8,100,CMeu,CMkkeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,18,0,,,0
685495,40207,WD30040207,40207,8,100,CMeu,CMeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,0,0,,,0
685502,40208,WD30040208,40208,8,100,CMeu,CMkkeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,18,0,,,0
685509,40209,WD30040209,40209,8,100,CMeu,CMeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,0,0,,,0
685516,40210,WD30040210,40210,8,100,CMeu,CMkkeu,CM,8,CMe,C,9,1.7100000,1.4100000,MW,1,150,18,0,,,0
685523,40212,WD30040212,40212,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
685530,40213,WD30040213,40213,8,100,CLpt,CLpt,CL,7,CLp,C,9,1.7700000,1.4200000,MW,1,129,0,3,,,1
685537,40214,WD30040214,40214,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685544,40215,WD30040215,40215,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685551,40217,WD30040217,40217,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685558,40218,WD30040218,40218,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
685565,40219,WD30040219,40219,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685572,40220,WD30040220,40220,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685579,40221,WD30040221,40221,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685586,40223,WD30040223,40223,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685593,40224,WD30040224,40224,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
685600,40225,WD30040225,40225,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
685607,40226,WD30040226,40226,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685614,40227,WD30040227,40227,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685621,40228,WD30040228,40228,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685628,40229,WD30040229,40229,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685635,40230,WD30040230,40230,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685642,40231,WD30040231,40231,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685649,40232,WD30040232,40232,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685656,40233,WD30040233,40233,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685663,40234,WD30040234,40234,8,100,VRha,VReu,VR,33,VRe,C,3,2.0300000,1.7200000,P,1,198,0,0,,,3
685670,40235,WD30040235,40235,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685677,40236,WD30040236,40236,8,100,SCfv,SCfv,SC,28,FLs,C,9,1.8000000,1.3700000,MW,1,160,19,0,,,0
685684,40237,WD30040237,40237,8,100,FLca,FLcaqs,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,11,0,,,0
685691,40238,WD30040238,40238,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685698,40239,WD30040239,40239,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685705,40240,WD30040240,40240,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685712,40241,WD30040241,40241,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685719,40242,WD30040242,40242,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685726,40243,WD30040243,40243,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685733,40244,WD30040244,40244,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685740,40245,WD30040245,40245,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685747,40246,WD30040246,40246,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685754,40247,WD30040247,40247,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685761,40249,WD30040249,40249,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685768,40250,WD30040250,40250,8,100,FLca,FLcaqs,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,11,0,,,0
685775,40251,WD30040251,40251,8,100,FLca,FLcaqs,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,11,0,,,0
685782,40252,WD30040252,40252,8,100,FLca,FLcaqs,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,11,0,,,0
685789,40253,WD30040253,40253,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685796,40254,WD30040254,40254,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685803,40256,WD30040256,40256,8,100,FLca,FLca,FL,10,FLc,C,9,1.7300000,1.4200000,MW,1,168,0,0,,,0
685810,40257,WD30040257,40257,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685817,40258,WD30040258,40258,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685824,40260,WD30040260,40260,8,100,SCfv,SCfvqs,SC,28,FLs,C,9,1.8000000,1.3700000,MW,1,160,19,11,,,0
685831,40261,WD30040261,40261,8,100,FLeu,FLeu,FL,10,FLe,C,9,1.7200000,1.4200000,MW,1,170,0,0,,,0
685838,40263,WD30040263,40263,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,18,0,,,0
685845,40264,WD30040264,40264,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685852,40265,WD30040265,40265,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685859,40266,WD30040266,40266,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685866,40267,WD30040267,40267,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685873,40268,WD30040268,40268,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685880,40269,WD30040269,40269,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
685887,40270,WD30040270,40270,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685894,40271,WD30040271,40271,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685901,40272,WD30040272,40272,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685908,40273,WD30040273,40273,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685915,40275,WD30040275,40275,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685922,40276,WD30040276,40276,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685929,40277,WD30040277,40277,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685936,40278,WD30040278,40278,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
685943,40279,WD30040279,40279,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685950,40280,WD30040280,40280,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685957,40281,WD30040281,40281,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685964,40282,WD30040282,40282,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
685971,40283,WD30040283,40283,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
685978,40284,WD30040284,40284,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
685985,40286,WD30040286,40286,8,100,WR,WR,WR,34,WR,C,,,-1.0000000,,1,0,0,0,,,
685992,40287,WD30040287,40287,8,100,,ARpr,,4,DS,C,,,-4.0000000,,1,0,0,0,,,
685999,40288,WD30040288,40288,8,100,HS,HS,HS,15,HS,C,3,1.9300000,0.5400000,,1,214,0,0,,,
686006,40289,WD30040289,40289,8,100,WR,WR,WR,34,WR,C,,,-1.0000000,,1,0,0,0,,,
686013,40290,WD30040290,40290,8,100,WR,WR,WR,34,WR,C,,,-1.0000000,,1,0,0,0,,,
686020,40291,WD30040291,40291,8,100,TC,TC,TC,31,UR,C,,,-9.0000000,,1,0,0,0,,,
686027,40292,WD30040292,40292,8,100,TC,TC,TC,31,UR,C,,,-9.0000000,,1,0,0,0,,,
686034,40293,WD30040293,40293,8,100,TC,TC,TC,31,UR,C,,,-9.0000000,,1,0,0,0,,,
686041,40294,WD30040294,40294,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686048,40295,WD30040295,40295,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686055,40296,WD30040296,40296,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686062,40297,WD30040297,40297,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686069,40298,WD30040298,40298,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686076,40299,WD30040299,40299,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686083,40300,WD30040300,40300,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
686090,40301,WD30040301,40301,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686097,40302,WD30040302,40302,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
686104,40303,WD30040303,40303,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,18,0,,,0
686111,40304,WD30040304,40304,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686118,40305,WD30040305,40305,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
686125,40307,WD30040307,40307,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686132,40308,WD30040308,40308,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
686139,40309,WD30040309,40309,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,18,0,,,0
686146,40310,WD30040310,40310,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686153,40311,WD30040311,40311,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,1,0,,,0
686160,40312,WD30040312,40312,8,100,CMca,CMkkca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,18,0,,,0
686167,40313,WD30040313,40313,8,100,CMca,CMca,CM,8,CMc,C,5,1.8300000,1.4800000,MW,1,168,0,0,,,0
686174,40314,WD30040314,40314,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
686181,40315,WD30040315,40315,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
686188,40316,WD30040316,40316,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
686195,40317,WD30040317,40317,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,1,0,,,0
686202,40318,WD30040318,40318,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
686209,40319,WD30040319,40319,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
686216,40320,WD30040320,40320,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,1,0,,,0
686223,40321,WD30040321,40321,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
686230,40322,WD30040322,40322,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
686237,40323,WD30040323,40323,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,1,0,,,0
686244,40324,WD30040324,40324,8,100,LPrz,LPkkrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,18,0,,,0
686251,40325,WD30040325,40325,8,100,LPrz,LPrz,LP,18,LPk,C,9,1.8100000,1.2300000,I,3,34,0,0,,,0
686258,40326,WD30040326,40326,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
686265,40327,WD30040327,40327,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
686272,40328,WD30040328,40328,8,100,LPli,LPli,LP,18,LPq,C,9,1.7200000,1.3700000,I,4,12,0,0,,,0
686279,40329,WD30040329,40329,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686286,40330,WD30040330,40330,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686293,40331,WD30040331,40331,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686300,40332,WD30040332,40332,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686307,40334,WD30040334,40334,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
686314,40335,WD30040335,40335,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686321,40336,WD30040336,40336,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
686328,40337,WD30040337,40337,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
686335,40338,WD30040338,40338,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686342,40339,WD30040339,40339,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
686349,40340,WD30040340,40340,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
686356,40341,WD30040341,40341,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686363,40342,WD30040342,40342,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
686370,40343,WD30040343,40343,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
686377,40344,WD30040344,40344,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686384,40345,WD30040345,40345,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,1,0,,,0
686391,40346,WD30040346,40346,8,100,CMcr,CMcrkk,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,18,0,,,0
686398,40347,WD30040347,40347,8,100,CMcr,CMcr,CM,8,CMx,C,5,1.9000000,1.3500000,MW,1,165,0,0,,,0
686405,40348,WD30040348,40348,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
686412,40350,WD30040350,40350,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
686419,40351,WD30040351,40351,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
686426,40352,WD30040352,40352,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
686433,40353,WD30040353,40353,8,100,LPeu,LPeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,0,0,,,0
686440,40354,WD30040354,40354,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,1,0,,,0
686447,40355,WD30040355,40355,8,100,LPeu,LPkkeu,LP,18,LPe,C,9,1.8100000,1.2900000,I,3,31,18,0,,,0
